poi_id	poi_name	latitude	longitude	da_obs	da_contrib_obs	da_ratio_obs	da_actual_obs	hw_id	da_seg_cum	missing_obs	da_ratio	falcone_class
01109060	THREEMILE RIVER AT NORTH DIGHTON, MA	41.86621	-71.122826	84.3	84.3	1.0	84.30000305175781	109	85.78509238281251	0	0.9826882586495618	Non-ref
01109070	SEGREGANSET RIVER NEAR DIGHTON, MA	41.840378	-71.14282	10.6	10.6	1.0	10.600000381469727	109	10.915041521875	160	0.9711369727935624	Non-ref
01109403	TEN MILE R., PAWTUCKET AVE. AT E. PROVIDENCE, RI	41.830933	-71.350334	53.1	53.1	1.0	53.099998474121094	111	54.1860145578125	2099	0.9799576312715764	Non-ref
01110000	QUINSIGAMOND RIVER AT NORTH GRAFTON, MA	42.230373	-71.7109	25.6	25.6	1.0	25.600000381469727	111	25.404731878125002	0	0.9923723242017578	Non-ref
01111300	NIPMUC RIVER NEAR HARRISVILLE, RI	41.98121	-71.6859	16.0	16.0	1.0	16.0	111	16.8721963484375	731	0.948305701852606	Non-ref
01111500	BRANCH RIVER AT FORESTDALE, RI	41.996487	-71.562004	91.2	91.2	1.0	91.19999694824219	111	93.4197876328125	0	0.9762385385278842	Non-ref
01112500	BLACKSTONE RIVER AT WOONSOCKET, RI	42.00649	-71.50256	416.0	416.0	1.0	416.0	111	404.411749653125	1	0.9721436289738583	Non-ref
01114500	WOONASQUATUCKET RIVER AT CENTERDALE, RI	41.85899	-71.48728	38.3	38.3	1.0	38.29999923706055	111	37.5638261453125	0	0.980778770067554	Non-ref
01116000	SOUTH BRANCH PAWTUXET RIVER AT WASHINGTON, RI	41.6901	-71.565895	62.8	62.8	1.0	62.79999923706055	111	65.2794171234375	0	0.9620183819704059	Non-ref
01116500	PAWTUXET RIVER AT CRANSTON, RI	41.750935	-71.44506	200.0	200.0	1.0	200.0	111	203.427337896875	0	0.9831520289637156	Non-ref
01117000	HUNT RIVER NEAR EAST GREENWICH, RI	41.641212	-71.4445	22.9	22.9	1.0	22.899999618530273	110	23.237777415625004	0	0.9854642812411306	Non-ref
01117420	USQUEPAUG RIVER NEAR USQUEPAUG, RI	41.47677	-71.60478	36.1	36.1	1.0	36.099998474121094	112	36.45466648125	0	0.9902709847225917	Non-ref
01117500	PAWCATUCK RIVER AT WOOD RIVER JUNCTION, RI	41.4451	-71.6809	100.0	100.0	1.0	100.0	112	100.980426290625	0	0.9902909273941536	Non-ref
01117800	WOOD RIVER NEAR ARCADIA, RI	41.57399	-71.72063	35.2	35.2	1.0	35.20000076293945	112	35.399436832812505	365	0.994366123087919	Ref
01118000	WOOD RIVER AT HOPE VALLEY, RI	41.498154	-71.71645	72.4	72.4	1.0	72.4000015258789	112	74.62200131562501	0	0.9702232618990233	Non-ref
01118500	PAWCATUCK RIVER AT WESTERLY, RI	41.38371	-71.83312	295.0	295.0	1.0	295.0	112	296.666705071875	0	0.9943818937434479	Non-ref
01119500	WILLIMANTIC RIVER NEAR COVENTRY, CT	41.750656	-72.26563	121.0		1.0	121.0	114	125.58446827343751	0	0.9634949421973452	Non-ref
01122000	NATCHAUG RIVER AT WILLIMANTIC, CT	41.7201	-72.19557	174.0		1.0	174.0	114	176.18579832343752	2191	0.987593788238114	Non-ref
01122500	SHETUCKET RIVER NEAR WILLIMANTIC, CT	41.700375	-72.18202	404.0		1.0	404.0	114	408.59515050000005	0	0.9887537811097931	Non-ref
01123000	LITTLE RIVER NEAR HANOVER, CT	41.671764	-72.0523	30.0		1.0	30.0	114	32.51409028125	0	0.9226768991688564	Ref
01124000	QUINEBAUG RIVER AT QUINEBAUG, CT	42.02232	-71.95563	155.0		1.0	155.0	113	151.431723921875	0	0.9769788640120968	Non-ref
01124151	QUINEBAUG RIVER AT WEST THOMPSON, CT	41.943565	-71.8996	172.0		1.0	172.0	113	167.5397714359375	3286	0.974068438581032	Non-ref
01127000	QUINEBAUG RIVER AT JEWETT CITY, CT	41.597492	-71.98409	713.0		1.0	713.0	113	708.3552979484375	0	0.9934856913722826	Non-ref
01127500	YANTIC RIVER AT YANTIC, CT	41.55871	-72.12147	89.3		1.0	89.30000305175781	115	91.01376945	1	0.981170251396041	Non-ref
01129200	CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH	45.040325	-71.44397	254.0		1.0	254.0	143	254.71004843750003	0	0.9972123265577634	Non-ref
01130000	UPPER AMMONOOSUC RIVER NEAR GROVETON, NH	44.625053	-71.46897	232.0		1.0	232.0	174	236.22162500000002	2367	0.9821285413644919	Ref
01134500	MOOSE RIVER AT VICTORY, VT	44.511723	-71.83731	75.2		1.0	75.19999694824219	139	77.8846828125	0	0.9655299891158196	Ref
01135300	SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT	44.435337	-72.03843	42.9		1.0	42.900001525878906	139	46.60087031250001	3560	0.9205836980768062	Ref
01135500	PASSUMPSIC RIVER AT PASSUMPSIC, VT	44.365616	-72.03926	436.0		1.0	436.0	139	434.56415625	0	0.9967067803899083	Non-ref
01137500	AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH	44.268673	-71.63036	87.6		1.0	87.5999984741211	141	92.03119375	0	0.9518511594240957	Ref
01139000	WELLS RIVER AT WELLS RIVER, VT	44.15034	-72.065094	98.4		1.0	98.4000015258789	175	100.07092187500001	0	0.9833026385905761	Ref
01139800	EAST ORANGE BRANCH AT EAST ORANGE, VT	44.092842	-72.335655	8.95		1.0	8.949999809265137	180	9.663751562500002	0	0.9261413387317856	Ref
01142500	AYERS BROOK AT RANDOLPH, VT	43.93451	-72.65788	30.5		1.0	30.5	145	30.806473437500003	0	0.9900516546263637	Ref
01144000	WHITE RIVER AT WEST HARTFORD, VT	43.714237	-72.41815	690.0		1.0	690.0	145	689.5847875000001	0	0.9993982427536232	Ref
01150900	OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER, VT	43.62229	-72.75899	23.4		1.0	23.399999618530273	172	24.520768750000002	1815	0.9542930671180638	Ref
01151500	OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT	43.60257	-72.354256	221.0		1.0	221.0	172	222.2610953125	0	0.9943260636292335	Non-ref
01152500	SUGAR RIVER AT WEST CLAREMONT, NH	43.387573	-72.36204	269.0		1.0	269.0	147	258.4199875	0	0.9606690985130112	Non-ref
01153550	WILLIAMS RIVER NEAR ROCKINGHAM VT	43.191742	-72.48509	112.0		1.0	112.0	181	111.643253125	2099	0.996814760044643	Non-ref
01155500	WEST RIVER AT JAMAICA, VT	43.108967	-72.775375	179.0		1.0	179.0	148	177.9238671875	2191	0.9939880848463687	Non-ref
01158000	ASHUELOT RIVER BELOW SURRY MT DAM, NEAR KEENE, NH	42.9948	-72.311195	101.0		1.0	101.0	140	102.1931703125	2191	0.9883243634691892	Non-ref
01161000	ASHUELOT RIVER AT HINSDALE, NH	42.785915	-72.4862	420.0		1.0	420.0	140	421.1528578125001	0	0.9972626142952273	Non-ref
01162000	MILLERS RIVER NEAR WINCHENDON, MA	42.684254	-72.08341	81.8	81.8	1.0	81.80000305175781	149	85.52683906250002	0	0.9564249532474974	Non-ref
01162500	PRIEST BROOK NEAR WINCHENDON, MA	42.682587	-72.11508	19.4	19.4	1.0	19.399999618530273	149	18.83055	0	0.9706469263027018	Ref
01163200	OTTER RIVER AT OTTER RIVER, MA	42.58842	-72.04091	34.1	34.1	1.0	34.099998474121094	149	34.2570296875	1	0.9954160878858622	Non-ref
01166500	MILLERS RIVER AT ERVING, MA	42.597588	-72.43787	372.0	372.0	1.0	372.0	149	374.51445781250004	0	0.993286086130862	Non-ref
01168500	DEERFIELD RIVER AT CHARLEMONT, MA	42.626	-72.854195	361.0	361.0	1.0	361.0	144	362.81768750000003	0	0.994990080245192	Non-ref
01169000	NORTH RIVER AT SHATTUCKVILLE, MA	42.638416	-72.72509	89.0	89.0	1.0	89.0	144	90.0860109375	0	0.9879447327482015	Ref
01169900	SOUTH RIVER NEAR CONWAY, MA	42.54203	-72.6937	24.1	24.1	1.0	24.100000381469727	144	26.301009375000003	0	0.9163146568959285	Non-ref
01170100	GREEN RIVER NEAR COLRAIN, MA	42.70342	-72.67065	41.4	41.4	1.0	41.400001525878906	144	42.376179687500006	0	0.9769639885232729	Ref
01171500	MILL RIVER AT NORTHAMPTON, MA	42.318977	-72.66509	52.6	52.6	1.0	52.599998474121094	182	52.591051562500006	0	0.9998299066182391	Non-ref
01172500	WARE RIVER NEAR BARRE, MA	42.42509	-72.02452	55.1	55.1	1.0	55.099998474121094	142	55.643499999999996	0	0.9902324345902235	Non-ref
01173000	WARE RIVER AT INTAKE WORKS NEAR BARRE, MA	42.3912	-72.06508	96.3	96.3	1.0	96.30000305175781	142	97.21828593750001	0	0.9905544221759623	Non-ref
01173500	WARE RIVER AT GIBBS CROSSING, MA	42.236202	-72.27258	197.0	197.0	1.0	197.0	142	198.089328125	0	0.994500823768191	Non-ref
01174500	EAST BRANCH SWIFT RIVER NEAR HARDWICK, MA	42.393425	-72.23842	43.7	43.7	1.0	43.70000076293945	142	43.615412500000005	0	0.9980643418429598	Non-ref
01175500	SWIFT RIVER AT WEST WARE, MA	42.267868	-72.33258	189.0	189.0	1.0	189.0	142	190.04897812500002	0	0.9944804853183158	Non-ref
01175670	SEVENMILE RIVER NEAR SPENCER, MA	42.264812	-72.00424	8.81	8.81	1.0	8.8100004196167	142	8.9454078125	0	0.9848629156186612	Non-ref
01176000	QUABOAG RIVER AT WEST BRIMFIELD, MA	42.182316	-72.263695	150.0	150.0	1.0	150.0	142	150.20871875	0	0.9986104751326227	Non-ref
01177000	CHICOPEE RIVER AT INDIAN ORCHARD, MA	42.16065	-72.51398	689.0	689.0	1.0	689.0	142	686.92639375	0	0.9969904118287374	Non-ref
01179500	WESTFIELD RIVER AT KNIGHTVILLE, MA	42.287865	-72.864265	161.0	161.0	1.0	161.0	146	161.8531765625	1826	0.9947287005382279	Non-ref
01180500	MIDDLE BRANCH WESTFIELD RIVER AT GOSS HEIGHTS, MA	42.2587	-72.8726	52.7	52.7	1.0	52.70000076293945	146	52.856960937500006	1967	0.9970304729637002	Non-ref
01183500	WESTFIELD RIVER NEAR WESTFIELD, MA	42.106762	-72.69898	497.0	497.0	1.0	497.0	146	497.1259546875	1	0.9997466342557407	Non-ref
01184100	STONY BROOK NEAR WEST SUFFIELD, CT	41.96084	-72.71049	10.4		1.0	10.399999618530273	108	10.800859375000002	126	0.9628863090841113	Non-ref
01185500	WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA	42.07886	-73.07288	91.7	91.7	1.0	91.69999694824219	107	95.1118640625	0	0.9641278493709701	Non-ref
01186000	WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT	41.96287	-73.01761	131.0		1.0	131.0	107	128.8314015625	0	0.9834458134541983	Non-ref
01186500	STILL RIVER AT ROBERTSVILLE, CT	41.967922	-73.03345	85.0		1.0	85.0	107	87.02233125000001	366	0.9767607782858608	Non-ref
01187300	HUBBARD RIVER NEAR WEST HARTLAND, CT	42.0375	-72.93933	19.9		1.0	19.899999618530273	107	20.8288984375	0	0.9554033631803901	Ref
01188000	BUNNELL BROOK NEAR BURLINGTON, CT	41.78621	-72.96483	4.1		1.0	4.099999904632568	107	4.192684375000001	0	0.9778937639761084	Ref
01188090	FARMINGTON RIVER AT UNIONVILLE, CT	41.755547	-72.88704	378.0		1.0	378.0	107	377.8307328125	0	0.999552203207672	Non-ref
01189000	PEQUABUCK R AT FORESTVILLE, CT.	41.673153	-72.90066	45.8		1.0	45.79999923706055	107	49.7059046875	2404	0.9214196889686286	Non-ref
01189995	FARMINGTON RIVER AT TARIFFVILLE, CT	41.908283	-72.75935	577.0		1.0	577.0	107	577.5814171875	2	0.9989933589097599	Non-ref
01192500	HOCKANUM RIVER NEAR EAST HARTFORD, CT	41.783154	-72.58731	73.4		1.0	73.4000015258789	150	73.99732812500001	0	0.9919277274699423	Non-ref
01192883	COGINCHAUG RIVER AT MIDDLEFIELD, CT	41.520233	-72.70653	29.8		1.0	29.799999237060547	171	31.666321875	0	0.9410628539270649	Non-ref
01193500	SALMON RIVER NEAR EAST HAMPTON, CT	41.552322	-72.44925	100.0		1.0	100.0	173	100.55019062500001	0	0.9945281990856493	Ref
01195100	INDIAN RIVER NEAR CLINTON, CT	41.30617	-72.53104	5.68		1.0	5.679999828338623	117	6.160690098437501	307	0.9219746063479493	Ref
01196500	QUINNIPIAC RIVER AT WALLINGFORD, CT	41.450264	-72.84128	115.0		1.0	115.0	118	111.48674787343751	0	0.9694499815081523	Non-ref
01196620	MILL RIVER NEAR HAMDEN, CT	41.420414	-72.90266	24.5		1.0	24.5	118	25.86793061875	0	0.9471186683267785	Non-ref
01197000	EAST BRANCH HOUSATONIC RIVER AT COLTSVILLE, MA	42.46958	-73.197334	57.6	57.6	1.0	57.599998474121094	155	57.86638861875	0	0.9953964615558782	Non-ref
01197500	HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA	42.23192	-73.35467	282.0	282.0	1.0	282.0	155	283.5891626609375	0	0.9943962503855003	Non-ref
01199000	HOUSATONIC RIVER AT FALLS VILLAGE, CT	41.957317	-73.369286	634.0		1.0	634.0	155	634.1967046609375	0	0.9996898365136686	Non-ref
01199050	SALMON CREEK AT LIME ROCK, CT	41.942314	-73.39095	29.4		1.0	29.399999618530273	155	29.768503139062503	0	0.9876210261963533	Non-ref
01200000	TENMILE RIVER NEAR GAYLORDSVILLE, CT	41.658764	-73.52869	203.0	203.0	1.0	203.0	155	204.0639017625	1301	0.9947864284015395	Non-ref
01200500	HOUSATONIC RIVER AT GAYLORDSVILLE, CT	41.65315	-73.489845	996.0		1.0	996.0	155	996.5648413406251	3	0.9994332116514715	Non-ref
01204000	POMPERAUG RIVER AT SOUTHBURY, CT	41.481937	-73.22457	75.1		1.0	75.0999984741211	158	75.554412565625	0	0.9939856048631281	Non-ref
01206900	NAUGATUCK RIVER AT THOMASTON, CT	41.67371	-73.06955	99.8		1.0	99.80000305175781	162	100.99890280625	0	0.9881295764490424	Non-ref
01208500	NAUGATUCK RIVER AT BEACON FALLS, CT	41.4423	-73.06229	260.0		1.0	260.0	162	260.2634096109375	0	0.9989879114727219	Non-ref
01208925	MILL RIVER NEAR FAIRFIELD, CT	41.165474	-73.27001	28.6		1.0	28.600000381469727	165	29.063857085937503	822	0.9840400844562296	Non-ref
01208950	SASCO BROOK NEAR SOUTHPORT, CT	41.152874	-73.30595	7.38		1.0	7.380000114440918	164	8.1615231875	4	0.904242988091237	Ref
01208990	SAUGATUCK RIVER NEAR REDDING, CT	41.29454	-73.39512	21.0		1.0	21.0	166	22.729762126562502	0	0.9238988020670457	Ref
01209700	NORWALK RIVER AT SOUTH WILTON, CT	41.163765	-73.41955	30.0		1.0	30.0	167	29.504180937500003	0	0.9834726979166668	Non-ref
01303500	COLD SPRING BROOK AT COLD SPRING HARBOR NY	40.857224	-73.46333	7.83		1.0	7.829999923706055	470	7.3664667640625	0	0.9408003621762289	Non-ref
01304000	NISSEQUOGUE RIVER NEAR SMITHTOWN NY	40.849445	-73.22417	27.0		1.0	27.0	472	28.1375216734375	92	0.9595727837497732	Non-ref
01304500	PECONIC RIVER AT RIVERHEAD NY	40.913612	-72.68667	74.7		1.0	74.69999694824219	455	82.26385468125	0	0.9080536918393176	Non-ref
01305000	CARMANS RIVER AT YAPHANK NY	40.830276	-72.90611	73.1		1.0	73.0999984741211	469	74.57906848906251	0	0.9801677596019005	Non-ref
01305500	SWAN RIVER AT EAST PATCHOGUE NY	40.766945	-72.993614	8.07		1.0	8.069999694824219	456	8.4193554890625	1	0.9585056368397645	Non-ref
01308000	SAMPAWAMS CREEK AT BABYLON NY	40.704166	-73.31389	22.7		1.0	22.700000762939453	463	22.602138453125	0	0.9956888851750955	Non-ref
01308500	CARLLS RIVER AT BABYLON NY	40.70861	-73.32833	35.4		1.0	35.400001525878906	458	38.934003259375004	0	0.9092309693931836	Non-ref
01309500	MASSAPEQUA CREEK AT MASSAPEQUA NY	40.68889	-73.45472	38.6		1.0	38.599998474121094	465	37.450093364062504	2604	0.9702097109970216	Non-ref
01310500	EAST MEADOW BROOK AT FREEPORT NY	40.665554	-73.569725	28.7		1.0	28.700000762939453	467	30.15994919375	2606	0.9515931402459694	Non-ref
01315500	HUDSON RIVER AT NORTH CREEK NY	43.700832	-73.98333	792.0		1.0	792.0	500	794.0937477265625	0	0.9973633494375737	Non-ref
01321000	SACANDAGA RIVER NEAR HOPE NY	43.35278	-74.27028	491.0		1.0	491.0	499	488.0182107765625	0	0.9939271095245672	Non-ref
01325000	SACANDAGA RIVER AT STEWARTS BRIDGE NR HADLEY NY	43.31139	-73.867226	1055.0		1.0	1055.0	499	1056.4589297156251	0	0.9986190379251015	Non-ref
01330000	GLOWEGEE CREEK AT WEST MILTON NY	43.030556	-73.92722	26.0		1.0	26.0	496	25.960396434375003	3560	0.9984767859375	Non-ref
01331500	HOOSIC RIVER AT ADAMS, MA	42.611195	-73.12399	46.7	46.7	1.0	46.70000076293945	497	47.045120040625	0	0.9926640791353593	Non-ref
01332500	HOOSIC RIVER NEAR WILLIAMSTOWN, MA	42.70036	-73.159	126.0	126.0	1.0	126.0	497	128.2383738	1	0.9825452106598688	Non-ref
01333000	GREEN RIVER AT WILLIAMSTOWN, MA	42.70897	-73.19677	42.6	42.6	1.0	42.599998474121094	497	43.051125571875005	0	0.9895211311722677	Ref
01334000	WALLOOMSAC RIVER NEAR NORTH BENNINGTON, VT	42.912857	-73.2565	111.0		1.0	111.0	497	119.2616829921875	0	0.9307264262510139	Non-ref
01334500	HOOSIC RIVER NEAR EAGLE BRIDGE NY	42.93861	-73.376945	510.0	510.0	1.0	510.0	497	511.80105924218753	0	0.9964809388146747	Non-ref
01336000	MOHAWK RIVER BELOW DELTA DAM NEAR ROME NY	43.264446	-75.436386	152.0		1.0	152.0	511	152.34052558281252	0	0.9977647078378536	Non-ref
01346000	WEST CANADA CREEK AT KAST BRIDGE NY	43.06889	-74.988335	560.0		1.0	560.0	517	555.3488121218751	1	0.9916943073604912	Non-ref
01350000	SCHOHARIE CREEK AT PRATTSVILLE NY	42.319443	-74.43667	237.0	237.0	1.0	237.0	211	237.16703224843752	1	0.9992957189418192	Ref
01350080	MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY	42.376945	-74.413055	32.4		1.0	32.400001525878906	211	34.5851820015625	2024	0.9368174359879075	Ref
01350120	PLATTER KILL AT GILBOA NY	42.406113	-74.44722	10.9	10.9	1.0	10.899999618530273	211	11.462649953125002	0	0.9509144624588892	Non-ref
01350180	SCHOHARIE CREEK AT NORTH BLENHEIM NY	42.46583	-74.46222	358.0		1.0	358.0	211	358.64569068125	137	0.9981996418804767	Non-ref
01350355	SCHOHARIE CREEK AT BREAKABEEN NY	42.536945	-74.41055	444.0		1.0	444.0	211	445.98042749687505	0	0.9955593847290778	Non-ref
01351500	SCHOHARIE CREEK AT BURTONSVILLE NY	42.8	-74.26278	886.0		1.0	886.0	211	890.0790535203125	0	0.9954172008607779	Non-ref
01362500	ESOPUS CREEK AT COLDBROOK NY	42.014168	-74.27055	192.0		1.0	192.0	323	191.677679690625	0	0.9983212483886719	Non-ref
01364500	ESOPUS CREEK AT MOUNT MARION NY	42.037777	-73.97195	419.0		1.0	419.0	323	424.6705278468751	0	0.9866472300876982	Non-ref
01365000	RONDOUT CREEK NEAR LOWES CORNERS NY	41.86639	-74.48722	38.3	38.3	1.0	38.29999923706055	327	39.6017659203125	0	0.9671285698251084	Ref
01367500	RONDOUT CREEK AT ROSENDALE NY	41.843056	-74.08611	383.0		1.0	383.0	327	391.7085358	0	0.9777678171290951	Non-ref
01371500	WALLKILL RIVER AT GARDINER NY	41.68611	-74.165276	695.0	695.0	1.0	695.0	326	719.6113192390626	0	0.9657991493726262	Non-ref
01372500	WAPPINGER CREEK NEAR WAPPINGERS FALLS NY	41.653057	-73.8725	181.0	181.0	1.0	181.0	330	183.0834346796875	0	0.9886202993551406	Non-ref
01375000	CROTON R AT NEW CROTON DAM NR CROTON-ON-HUDSON NY	41.22503	-73.85889	378.0		1.0	378.0	332	379.3365883359375	0	0.9964765108955063	Non-ref
01376800	HACKENSACK RIVER AT WEST NYACK NY	41.095554	-73.96389	30.7		1.0	30.700000762939453	339	31.2771114828125	0	0.9815484649153045	Non-ref
01377000	Hackensack River at Rivervale NJ	40.99917	-73.98917	58.0		1.0	58.0	339	57.875882206250004	0	0.9978600380387931	Non-ref
01377500	Pascack Brook at Westwood NJ	40.99278	-74.02111	29.6		1.0	29.600000381469727	339	29.4085697484375	0	0.9935327489673931	Non-ref
01379000	Passaic River near Millington NJ	40.68	-74.52889	55.4		1.0	55.400001525878906	340	55.0493657234375	0	0.9936708340652731	Non-ref
01379500	Passaic River near Chatham NJ	40.726112	-74.389725	100.0	100.0	1.0	100.0	340	101.2918290140625	0	0.9872464637410866	Non-ref
01379530	Canoe Brook near Summit NJ	40.744446	-74.353615	11.0		1.0	11.0	340	12.1983789609375	800	0.9017591628547503	Non-ref
01379773	Green Pond Brook at Picatinny Arsenal NJ	40.96	-74.53972	7.65		1.0	7.650000095367432	340	7.6625901546875	638	0.9983569447059143	Non-ref
